ARMAS NOVAS EM 2017 POR CATEGORIA E UF;;;;;;;;;;;;;;
UF;CATEGORIA;JANEIRO;FEVEREIRO ;MARÇO;ABRIL;MAIO;JUNHO;JULHO;AGOSTO;SETEMBRO;OUTUBRO;NOVEMBRO;DEZEMBRO;TOTAL
;TOTAL DE REGISTROS DE ARMAS NOVAS;58;33;65;57;53;53;58;56;154;93;246;25;951
;TOTAL DE REGISTROS EXPEDIDOS;73;152;332;293;771;295;756;599;482;404;452;503;5112
DF;Pessoa física;27;13;43;35;29;42;54;53;50;63;60;68;537
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;8;13;11;0;6;22;14;0;43;1;6;11;135
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;1;1;1;1;4;0;0;0;8
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;35;26;54;35;36;65;69;54;97;64;66;79;680
;TOTAL DE REGISTROS EXPEDIDOS;108;666;727;368;1049;872;156;1080;836;1125;341;227;7555
ES;Pessoa física;68;63;92;68;74;114;168;296;193;168;90;47;1441
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;24;6;0;3;9;3;0;5;0;7;4;0;61
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;92;69;92;71;83;117;168;301;193;175;94;47;1502
;TOTAL DE REGISTROS EXPEDIDOS;349;111;398;339;394;302;461;656;525;507;431;415;4888
GO;Pessoa física;368;232;202;173;361;244;248;463;388;359;104;96;3238
;Segurança Pública;0;0;0;0;0;0;0;200;0;0;0;0;200
;Segurança Privada;0;75;152;5;0;14;60;19;12;43;13;381;774
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;2;0;2
;Outros Tipos;1;0;0;0;0;0;0;0;5;0;0;0;6
;TOTAL DE REGISTROS DE ARMAS NOVAS;369;307;354;178;361;258;308;682;405;402;119;477;4220
;TOTAL DE REGISTROS EXPEDIDOS;230;523;794;440;591;574;1847;589;986;731;919;1055;9279
MA;Pessoa física;0;0;1;1;0;0;0;0;0;0;0;0;2
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;1;1;0;0;0;0;0;0;0;0;2
;TOTAL DE REGISTROS EXPEDIDOS;405;255;210;283;220;450;381;473;118;194;256;364;3609
MG;Pessoa física;81;81;133;182;238;273;358;351;307;241;248;249;2742
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;192;4;126;20;14;35;78;10;44;15;16;16;570
;Órgão Público;0;37;163;332;1486;0;0;0;0;0;0;0;2018
;Loja de Arma;0;0;0;0;4;1;5;0;0;0;0;0;10
;Outros Tipos;2;0;0;0;0;0;0;0;0;0;3;0;5
;TOTAL DE REGISTROS DE ARMAS NOVAS;275;122;422;534;1742;309;441;361;351;256;267;265;5345
;TOTAL DE REGISTROS EXPEDIDOS;1299;2288;1591;2084;2235;2142;1603;2720;2232;1219;1212;1706;22331
MS;Pessoa física;48;64;26;9;11;42;34;35;36;12;18;23;358
;Segurança Pública;0;0;200;0;0;0;0;0;0;0;0;0;200
;Segurança Privada;0;0;0;0;0;3;0;0;0;0;0;0;3
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;48;64;226;9;11;45;34;35;36;12;18;23;561
;TOTAL DE REGISTROS EXPEDIDOS;465;332;135;147;277;306;656;362;640;152;130;263;3865
MT;Pessoa física;53;39;68;59;62;78;101;91;76;94;55;39;815
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;18;0;2;0;0;4;12;0;0;0;0;36
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;14;0;0;14
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;53;57;68;61;62;78;105;103;76;108;55;39;865
;TOTAL DE REGISTROS EXPEDIDOS;370;366;611;322;369;585;549;377;624;491;560;392;5616
PA;Pessoa física;80;28;20;32;36;66;71;102;75;73;71;84;738
;Segurança Pública;0;0;0;50;0;0;0;0;0;0;0;0;50
;Segurança Privada;16;27;0;12;31;32;10;8;3;40;15;44;238
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;1;0;0;0;0;0;0;0;1
;Outros Tipos;0;0;0;0;4;0;0;0;0;0;0;0;4
;TOTAL DE REGISTROS DE ARMAS NOVAS;96;55;20;94;72;98;81;110;78;113;86;128;1031
;TOTAL DE REGISTROS EXPEDIDOS;500;199;648;249;214;228;387;385;458;622;317;263;4470
PB;Pessoa física;55;46;65;71;89;61;49;67;56;79;58;43;739
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;6;0;19;10;4;0;5;9;0;0;1;15;69
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;2;0;0;0;3;0;0;0;0;5
;TOTAL DE REGISTROS DE ARMAS NOVAS;61;46;84;83;93;61;54;79;56;79;59;58;813
;TOTAL DE REGISTROS EXPEDIDOS;227;184;332;233;223;217;153;162;526;185;161;168;2771
PE;Pessoa física;80;57;137;78;76;96;77;123;87;147;88;111;1157
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;10;10
;Segurança Privada;0;47;97;14;13;10;96;0;13;0;0;0;290
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;8;0;0;0;0;0;8
;Outros Tipos;0;12;0;0;0;0;0;0;1;0;3;0;16
;TOTAL DE REGISTROS DE ARMAS NOVAS;80;116;234;92;89;106;181;123;101;147;91;121;1481
;TOTAL DE REGISTROS EXPEDIDOS;188;425;345;208;1115;993;699;485;547;454;401;476;6336
PI;Pessoa física;24;36;23;38;32;43;35;45;32;37;23;14;382
;Segurança Pública;0;749;0;0;0;0;0;499;0;60;0;0;1308
;Segurança Privada;0;0;8;0;0;0;0;23;0;0;0;21;52
;Órgão Público;0;0;0;0;0;0;0;0;0;0;99;0;99
;Loja de Arma;0;0;0;0;0;0;0;0;0;2;0;0;2
;Outros Tipos;0;4;0;0;0;0;0;0;0;0;0;0;4
;TOTAL DE REGISTROS DE ARMAS NOVAS;24;789;31;38;32;43;35;567;32;99;122;35;1847
;TOTAL DE REGISTROS EXPEDIDOS;160;49;99;271;743;241;105;293;467;227;249;117;3021
PR;Pessoa física;151;205;358;342;378;461;416;470;308;432;543;394;4458
;Segurança Pública;0;0;160;11;446;4;1;3;0;0;0;0;625
;Segurança Privada;120;2;9;9;20;19;9;33;22;10;13;92;358
;Órgão Público;0;0;0;0;0;30;0;27;1;1;2;5;66
;Loja de Arma;0;0;10;0;0;1;0;0;0;0;0;0;11
;Outros Tipos;0;0;1;0;3;0;0;0;0;0;0;0;4
;TOTAL DE REGISTROS DE ARMAS NOVAS;271;207;538;362;847;515;426;533;331;443;558;491;5522
;TOTAL DE REGISTROS EXPEDIDOS;952;1090;1304;1226;2105;2129;1663;1806;1233;1537;1263;1870;18178
RJ;Pessoa física;150;80;105;83;141;131;132;104;96;100;75;103;1300
;Segurança Pública;0;0;0;0;11;0;0;0;0;0;0;0;11
;Segurança Privada;5;3;57;10;0;16;43;23;90;7;44;14;312
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;1;0;1;0;0;0;0;4;6
;Outros Tipos;0;0;0;0;0;0;1;8;1;0;0;0;10
;TOTAL DE REGISTROS DE ARMAS NOVAS;155;83;162;93;153;147;177;135;187;107;119;121;1639
;TOTAL DE REGISTROS EXPEDIDOS;2387;1852;781;917;797;920;1473;1275;473;949;789;911;13524
RN;Pessoa física;41;58;41;119;170;93;101;132;59;89;53;76;1032
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;2;0;2
;Segurança Privada;43;0;0;0;0;12;0;1;0;0;20;0;76
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;84;58;41;119;170;105;101;133;59;89;75;76;1110
;TOTAL DE REGISTROS EXPEDIDOS;123;197;182;208;429;359;233;367;211;175;276;281;3041
RO;Pessoa física;50;26;17;127;102;41;57;78;51;97;63;41;750
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;32;32
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;50;26;17;127;102;41;57;78;51;97;63;73;782
;TOTAL DE REGISTROS EXPEDIDOS;198;128;268;346;433;161;439;270;218;308;271;232;3272
RR;Pessoa física;6;9;7;2;0;0;6;16;11;14;12;9;92
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;293;293
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;6;9;7;2;0;0;6;16;11;14;12;302;385
;TOTAL DE REGISTROS EXPEDIDOS;142;46;69;47;64;50;61;65;63;42;50;68;767
RS;Pessoa física;434;355;487;493;417;367;444;711;464;552;465;436;5625
;Segurança Pública;0;0;0;0;0;0;0;0;4;0;0;0;4
;Segurança Privada;0;0;2;1;6;37;0;4;0;1;21;0;72
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;434;355;489;494;423;404;444;715;468;553;486;436;5701
;TOTAL DE REGISTROS EXPEDIDOS;1495;1406;2849;2502;3049;1959;1852;2657;2370;2295;1879;2278;26591
SC;Pessoa física;312;264;332;279;468;253;250;362;179;350;252;409;3710
;Segurança Pública;16;0;2;0;25;0;0;0;0;28;0;0;71
;Segurança Privada;0;1;6;10;0;0;6;10;0;0;4;20;57
;Órgão Público;0;0;0;0;0;0;0;0;0;0;40;0;40
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;5;5
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;328;265;340;289;493;253;256;372;179;378;296;434;3883
;TOTAL DE REGISTROS EXPEDIDOS;1714;1477;1311;929;1917;1153;1363;1063;1033;909;1208;1103;15180
SE;Pessoa física;34;29;44;73;55;34;27;30;34;53;43;13;469
;Segurança Pública;0;0;72;0;0;0;0;0;350;0;10;74;506
;Segurança Privada;0;9;0;0;16;0;1;24;6;1;1;19;77
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;34;38;116;73;71;34;28;54;390;54;54;106;1052
;TOTAL DE REGISTROS EXPEDIDOS;134;101;415;134;168;86;98;195;173;182;290;60;2036
SP;Pessoa física;156;125;198;204;145;155;152;232;226;168;137;329;2227
;Segurança Pública;2;12;0;0;0;0;0;0;0;0;0;0;14
;Segurança Privada;337;68;104;27;36;250;25;111;21;105;20;10;1114
;Órgão Público;8;8;0;0;0;22;0;34;0;0;34;133;239
;Loja de Arma;0;0;0;10;0;0;0;0;40;0;0;12;62
;Outros Tipos;0;2;0;0;0;0;0;0;4;0;0;0;6
;TOTAL DE REGISTROS DE ARMAS NOVAS;503;215;302;241;181;427;177;377;291;273;191;484;3662
;TOTAL DE REGISTROS EXPEDIDOS;5152;4230;4072;2685;4146;5228;3485;4161;3045;3108;2093;2389;43794
TO;Pessoa física;1;0;1;1;0;0;2;12;12;1;8;2;40
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;1;1
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;2;0;0;0;0;2
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;1;0;1;1;0;0;2;14;12;1;8;3;43
;TOTAL DE REGISTROS EXPEDIDOS;117;93;81;96;310;115;121;208;165;133;198;212;1849
TODAS;TOTAL GERAL DE ARMAS NOVAS;3291;3158;3880;3260;5214;3357;3364;5052;3678;3926;3269;4036;45485
TODAS;TOTAL GERAL DE REGISTROS EXPEDIDOS;18416;17289;18991;15627;22844;20405;20421;21735;18260;17504;14738;16070;222300
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
