ARMAS NOVAS EM 2018 POR CATEGORIA E UF;;;;;;;;;;;;;;
UF;CATEGORIA;JANEIRO;FEVEREIRO ;MARÇO;ABRIL;MAIO;JUNHO;JULHO;AGOSTO;SETEMBRO;OUTUBRO;NOVEMBRO;DEZEMBRO;TOTAL
;Segurança Pública;0;0;0;30;30;0;0;0;0;0;0;0;60
;Segurança Privada;0;30;8;0;17;6;0;10;0;0;0;0;71
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;10;48;28;40;65;15;29;41;24;29;21;13;363
;TOTAL DE REGISTROS EXPEDIDOS;60;98;73;56;64;46;283;138;44;65;48;47;1022
BA;Pessoa física;79;52;67;108;78;73;101;72;80;119;113;97;1039
;Segurança Pública;0;0;0;0;0;0;0;100;0;109;0;0;209
;Segurança Privada;70;286;127;65;16;40;4;12;35;62;51;18;786
;Órgão Público;0;0;0;0;0;0;0;0;0;0;4;603;607
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;8;8
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;149;338;194;173;94;113;105;184;115;290;168;726;2649
;TOTAL DE REGISTROS EXPEDIDOS;423;218;856;632;587;530;719;771;809;1593;2046;727;9911
CE;Pessoa física;59;44;120;39;41;34;48;24;26;82;90;90;697
;Segurança Pública;55;0;25;298;0;0;0;114;41;0;0;0;533
;Segurança Privada;8;45;0;176;0;77;14;25;12;118;68;7;550
;Órgão Público;0;0;0;0;0;0;0;0;20;2;0;0;22
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;122;89;145;513;41;111;62;163;99;202;158;97;1802
;TOTAL DE REGISTROS EXPEDIDOS;452;580;479;209;815;273;114;1101;394;1169;484;216;6286
DF;Pessoa física;36;29;95;83;82;82;87;97;74;59;33;64;821
;Segurança Pública;0;0;9;0;0;0;0;0;0;0;0;0;9
;Segurança Privada;0;9;0;4;20;0;20;23;3;8;9;0;96
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;36;38;104;87;102;82;107;120;77;67;42;64;926
;TOTAL DE REGISTROS EXPEDIDOS;232;584;582;920;484;402;571;547;13149;526;340;331;18668
ES;Pessoa física;187;98;103;173;95;167;129;105;167;120;92;44;1480
;Segurança Pública;2;0;0;0;0;0;99;94;0;0;0;0;195
;Segurança Privada;10;5;0;0;0;5;16;5;3;2;0;2;48
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;199;103;103;173;95;172;244;204;170;122;92;46;1723
;TOTAL DE REGISTROS EXPEDIDOS;517;586;466;762;610;469;443;334;374;596;172;463;5792
GO;Pessoa física;113;556;582;219;297;350;410;333;241;438;242;266;4047
;Segurança Pública;0;0;0;0;0;0;0;0;5;80;0;0;85
;Segurança Privada;20;14;12;32;13;13;44;112;95;34;36;2;427
;Órgão Público;0;0;0;20;0;0;2;0;0;0;0;0;22
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;5;1;0;6
;TOTAL DE REGISTROS DE ARMAS NOVAS;133;570;594;271;310;363;456;445;341;557;279;268;4587
;TOTAL DE REGISTROS EXPEDIDOS;371;540;983;840;927;778;997;1273;758;1166;765;538;9936
MA;Pessoa física;0;0;0;0;1;0;0;1;0;0;0;0;2
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;0;1;0;0;1;0;0;0;0;2
;TOTAL DE REGISTROS EXPEDIDOS;404;136;153;424;407;353;291;241;141;224;188;217;3179
MG;Pessoa física;201;276;392;391;303;325;336;308;304;379;338;322;3875
;Segurança Pública;0;0;4;0;0;0;0;0;60;0;7;0;71
;Segurança Privada;31;5;47;21;4;6;14;44;37;4;7;42;262
;Órgão Público;0;5;0;0;0;100;252;1427;239;0;55;0;2078
;Loja de Arma;0;0;0;4;0;0;0;0;0;0;0;0;4
;Outros Tipos;2;0;0;0;0;0;0;0;0;0;0;0;2
;TOTAL DE REGISTROS DE ARMAS NOVAS;234;286;443;416;307;431;602;1779;640;383;407;364;6292
;TOTAL DE REGISTROS EXPEDIDOS;1228;1731;1464;2817;1594;1423;1295;2072;2411;1911;1635;1179;20760
MS;Pessoa física;49;52;56;24;12;9;5;19;15;5;15;3;264
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;62;0;0;0;0;0;62
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;49;52;56;24;12;9;67;19;15;5;15;3;326
;TOTAL DE REGISTROS EXPEDIDOS;411;402;546;395;400;203;138;285;90;420;428;182;3900
MT;Pessoa física;28;38;52;51;24;48;44;21;40;98;111;98;653
;Segurança Pública;0;0;0;0;0;0;0;0;4;0;0;4;8
;Segurança Privada;0;7;0;0;0;0;0;0;0;2;21;0;30
;Órgão Público;0;0;0;0;0;0;0;0;0;0;31;0;31
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;28;45;52;51;24;48;44;21;44;100;163;102;722
;TOTAL DE REGISTROS EXPEDIDOS;659;477;692;528;1013;568;467;849;393;728;318;347;7039
PA;Pessoa física;112;83;68;112;151;140;135;133;114;127;91;79;1345
;Segurança Pública;499;0;50;70;0;0;0;0;0;0;0;0;619
;Segurança Privada;3;13;20;24;10;32;0;16;23;10;10;0;161
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;2;0;0;0;0;15;0;0;0;0;0;17
;TOTAL DE REGISTROS DE ARMAS NOVAS;614;98;138;206;161;172;150;149;137;137;101;79;2142
;TOTAL DE REGISTROS EXPEDIDOS;269;255;394;704;303;700;647;1751;543;471;364;212;6613
PB;Pessoa física;45;63;55;60;62;64;72;79;58;59;61;27;705
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;31;0;0;26;3;0;0;4;0;4;34;0;102
;Órgão Público;0;0;0;0;0;0;0;0;0;682;0;0;682
;Loja de Arma;0;0;0;0;0;0;0;0;13;0;17;0;30
;Outros Tipos;1;0;0;0;0;0;0;0;0;0;0;0;1
;TOTAL DE REGISTROS DE ARMAS NOVAS;77;63;55;86;65;64;72;83;71;745;112;27;1520
;TOTAL DE REGISTROS EXPEDIDOS;116;348;141;168;188;217;183;216;179;657;853;279;3545
PE;Pessoa física;59;44;75;103;113;81;83;62;38;26;35;57;776
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;14;14;18;0;22;15;0;5;0;13;0;7;108
;Órgão Público;25;0;0;0;0;0;0;0;0;0;0;0;25
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;3;0;0;0;0;0;0;0;0;0;0;3
;TOTAL DE REGISTROS DE ARMAS NOVAS;98;61;93;103;135;96;83;67;38;39;35;64;912
;TOTAL DE REGISTROS EXPEDIDOS;449;474;406;582;488;605;346;606;1067;521;523;276;6343
PI;Pessoa física;24;31;38;32;26;29;23;20;15;26;31;26;321
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;1;8;39;7;0;24;0;0;15;4;2;2;102
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;25;39;77;39;26;53;23;20;30;30;33;28;423
;TOTAL DE REGISTROS EXPEDIDOS;179;439;564;334;180;153;160;45;160;99;229;155;2697
PR;Pessoa física;454;334;338;334;368;315;257;322;273;436;401;145;3977
;Segurança Pública;0;0;0;0;0;0;103;0;0;8;0;0;111
;Segurança Privada;28;4;2;54;9;60;21;35;4;2;15;7;241
;Órgão Público;0;20;16;10;12;14;25;0;24;53;66;0;240
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;482;358;356;398;389;389;406;357;301;499;482;152;4569
;TOTAL DE REGISTROS EXPEDIDOS;1642;1731;1620;1639;1535;1519;1583;1646;1209;1974;1821;1584;19503
RJ;Pessoa física;95;119;142;103;97;105;91;120;130;174;129;146;1451
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;28;5;5;92;2;6;0;61;83;23;28;40;373
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;8;0;0;0;0;0;8
;TOTAL DE REGISTROS DE ARMAS NOVAS;123;124;147;195;99;111;99;181;213;197;157;186;1832
;TOTAL DE REGISTROS EXPEDIDOS;678;858;1039;1010;1460;1151;916;1115;899;1120;867;528;11641
RN;Pessoa física;49;99;75;126;113;111;72;140;88;127;78;67;1145
;Segurança Pública;0;0;0;5;0;0;0;0;0;0;0;0;5
;Segurança Privada;0;0;0;0;0;0;21;55;0;0;0;3;79
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;30;30
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;49;99;75;131;113;111;93;195;88;127;78;100;1259
;TOTAL DE REGISTROS EXPEDIDOS;157;152;320;395;486;304;255;727;267;388;317;183;3951
RO;Pessoa física;26;59;77;109;103;76;84;78;70;113;128;71;994
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;1;0;0;0;0;0;0;0;0;0;0;1
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;5;0;0;0;0;0;0;0;0;0;0;0;5
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;31;60;77;109;103;76;84;78;70;113;128;71;1000
;TOTAL DE REGISTROS EXPEDIDOS;141;278;268;416;598;176;341;384;230;345;413;150;3740
RR;Pessoa física;4;16;22;18;8;1;32;21;15;21;16;2;176
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;4;16;22;18;8;1;32;21;15;21;16;2;176
;TOTAL DE REGISTROS EXPEDIDOS;345;193;58;98;15;82;55;45;41;50;37;17;1036
RS;Pessoa física;309;320;415;455;391;516;506;546;423;570;498;406;5355
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;6;0;0;5;0;1;0;54;3;0;0;5;74
;Órgão Público;0;0;51;0;0;0;0;0;0;2;0;0;53
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;1;1;2
;Outros Tipos;0;0;0;0;0;0;0;0;2;0;0;0;2
;TOTAL DE REGISTROS DE ARMAS NOVAS;315;320;466;460;391;517;506;600;428;572;499;412;5486
;TOTAL DE REGISTROS EXPEDIDOS;1565;1767;2410;1951;1845;2371;2909;2781;2057;2244;2607;1684;26191
SC;Pessoa física;258;216;294;241;270;210;380;397;380;418;322;205;3591
;Segurança Pública;0;0;0;0;0;0;0;1;4;0;0;0;5
;Segurança Privada;17;22;6;6;13;311;5;146;9;8;15;4;562
;Órgão Público;71;100;0;65;0;100;0;0;0;0;6;526;868
;Loja de Arma;0;0;0;0;0;0;0;0;5;0;0;0;5
;Outros Tipos;13;0;0;0;0;0;0;0;0;0;0;0;13
;TOTAL DE REGISTROS DE ARMAS NOVAS;359;338;300;312;283;621;385;544;398;426;343;735;5044
;TOTAL DE REGISTROS EXPEDIDOS;929;1170;1165;1291;1609;1009;2056;1328;1151;1168;923;1089;14888
SE;Pessoa física;63;39;22;45;24;20;21;70;39;48;26;36;453
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;13;95;6;2;0;40;1;0;0;27;0;0;184
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;76;134;28;47;24;60;22;70;39;75;26;36;637
;TOTAL DE REGISTROS EXPEDIDOS;358;204;189;83;588;435;157;283;110;211;102;52;2772
SP;Pessoa física;209;101;234;348;223;189;211;324;208;305;206;205;2763
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;37;0;37
;Segurança Privada;95;21;110;375;7;58;105;85;77;39;162;27;1161
;Órgão Público;383;75;125;0;6;52;120;34;101;82;45;44;1067
;Loja de Arma;0;6;0;0;0;0;31;9;4;0;0;0;50
;Outros Tipos;0;0;0;0;0;0;0;3;298;0;10;10;321
;TOTAL DE REGISTROS DE ARMAS NOVAS;687;203;469;723;236;299;467;455;688;426;460;286;5399
;TOTAL DE REGISTROS EXPEDIDOS;2983;3187;4096;3152;3951;3443;3680;4142;2784;2684;4494;4137;42733
TO;Pessoa física;1;0;1;0;3;2;1;3;1;5;23;3;43
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;1;1
;Segurança Privada;0;0;0;0;0;0;0;2;0;0;0;0;2
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;1;0;1;0;3;2;1;5;1;5;23;4;46
;TOTAL DE REGISTROS EXPEDIDOS;91;197;203;303;451;173;155;214;169;273;149;74;2452
TODAS;TOTAL GERAL DE ARMAS NOVAS;3934;3630;4138;4665;3163;4034;4261;5881;4139;5285;3932;3965;51027
TODAS;TOTAL GERAL DE REGISTROS EXPEDIDOS;15159;17060;20295;20609;21488;18274;19354;23611;29845;21204;20917;14958;242774
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
