ARMAS NOVAS EM 2016 POR CATEGORIA E UF;;;;;;;;;;;;;;
UF;CATEGORIA;JANEIRO;FEVEREIRO ;MARÇO;ABRIL;MAIO;JUNHO;JULHO;AGOSTO;SETEMBRO;OUTUBRO;NOVEMBRO;DEZEMBRO;TOTAL
;Segurança Pública;0;0;0;29;99;1;0;0;0;0;0;0;129
;Segurança Privada;120;28;60;111;28;15;8;22;354;6;9;4;765
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;181;79;127;190;213;71;60;105;411;51;55;40;1583
;TOTAL DE REGISTROS EXPEDIDOS;280;258;321;592;302;362;410;410;381;1054;293;314;4977
CE;Pessoa física;67;73;80;64;68;71;50;51;54;44;62;28;712
;Segurança Pública;0;0;0;9;0;0;0;0;0;0;0;207;216
;Segurança Privada;2;17;1;0;0;20;38;132;53;6;34;3;306
;Órgão Público;0;4;0;0;0;0;0;0;0;0;0;0;4
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;1;0;13;0;0;0;0;0;0;15;0;29
;TOTAL DE REGISTROS DE ARMAS NOVAS;69;95;81;86;68;91;88;183;107;50;111;238;1267
;TOTAL DE REGISTROS EXPEDIDOS;205;130;183;358;482;454;217;382;178;176;233;681;3679
DF;Pessoa física;13;38;23;17;40;19;16;31;14;14;4;13;242
;Segurança Pública;0;0;134;0;323;0;0;0;0;0;0;0;457
;Segurança Privada;0;4;0;3;136;156;4;37;2;20;15;19;396
;Órgão Público;0;0;0;64;0;0;83;0;0;0;0;0;147
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;67;0;0;0;0;0;67
;TOTAL DE REGISTROS DE ARMAS NOVAS;13;42;157;84;499;175;170;68;16;34;19;32;1309
;TOTAL DE REGISTROS EXPEDIDOS;153;286;737;287;235;1158;243;851;404;1012;181;900;6447
ES;Pessoa física;13;22;32;38;40;54;40;53;38;31;32;45;438
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;29;2;0;0;10;0;62;14;0;117
;Órgão Público;0;0;0;0;0;0;0;59;0;0;1;0;60
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;1;0;1
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;13;22;32;67;42;54;40;122;38;93;48;45;616
;TOTAL DE REGISTROS EXPEDIDOS;232;153;160;247;232;369;2576;792;173;670;293;906;6803
GO;Pessoa física;117;323;444;352;271;341;431;422;384;285;196;362;3928
;Segurança Pública;0;0;0;0;0;0;30;0;0;0;0;0;30
;Segurança Privada;23;13;12;47;70;14;3;37;177;27;45;42;510
;Órgão Público;0;0;0;0;118;139;377;252;126;0;0;0;1012
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;3;0;0;0;1;5;0;0;0;0;0;9
;TOTAL DE REGISTROS DE ARMAS NOVAS;140;339;456;399;459;495;846;711;687;312;241;404;5489
;TOTAL DE REGISTROS EXPEDIDOS;422;371;861;647;961;870;925;1485;737;662;1151;625;9717
MA;Pessoa física;1;1;0;0;0;1;0;0;0;0;0;0;3
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;1;1;0;0;0;1;0;0;0;0;0;0;3
;TOTAL DE REGISTROS EXPEDIDOS;94;124;90;215;220;96;412;506;358;164;225;245;2749
MG;Pessoa física;239;153;291;234;262;319;205;231;137;163;192;133;2559
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;41;8;42;28;57;136;10;38;44;53;11;38;506
;Órgão Público;0;0;0;0;0;0;0;0;0;0;223;10;233
;Loja de Arma;0;0;0;0;0;1;9;0;0;0;11;0;21
;Outros Tipos;0;0;0;0;0;0;0;26;0;0;4;0;30
;TOTAL DE REGISTROS DE ARMAS NOVAS;280;161;333;262;319;456;224;295;181;216;441;181;3349
;TOTAL DE REGISTROS EXPEDIDOS;471;749;873;979;1379;2199;2063;1554;969;1323;1314;1302;15175
MS;Pessoa física;22;4;10;10;14;2;16;18;28;24;17;37;202
;Segurança Pública;0;0;60;76;230;0;0;0;0;0;0;0;366
;Segurança Privada;0;6;0;9;0;0;0;0;15;0;9;0;39
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;22;10;70;95;244;2;16;18;43;24;26;37;607
;TOTAL DE REGISTROS EXPEDIDOS;132;86;94;108;300;372;552;351;1156;170;94;265;3680
MT;Pessoa física;102;101;67;97;133;103;104;117;78;85;94;86;1167
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;7;30;2;4;0;49;0;11;0;21;124
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;44;0;0;0;44
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;102;101;74;127;135;107;104;166;122;96;94;107;1335
;TOTAL DE REGISTROS;210;415;277;2135;1089;733;624;388;349;634;661;464;7979
PA;Pessoa física;61;45;74;88;111;96;72;52;43;36;36;34;748
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;50;0;4;0;29;15;0;4;1;1;37;0;141
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;10;0;0;0;0;0;0;6;6;0;22
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;111;45;88;88;140;111;72;56;44;43;79;34;911
;TOTAL DE REGISTROS EXPEDIDOS;144;453;268;269;333;1166;420;143;172;117;150;95;3730
PB;Pessoa física;54;74;57;44;54;33;54;41;44;54;65;43;617
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;4;12;0;44;16;43;0;0;21;17;1;0;158
;Órgão Público;0;0;0;0;0;0;0;0;0;5;0;7;12
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;58;86;57;88;70;76;54;41;65;76;66;50;787
;TOTAL DE REGISTROS EXPEDIDOS;74;115;303;218;157;181;194;108;300;121;286;133;2190
PE;Pessoa física;70;42;88;62;80;57;68;91;52;59;105;73;847
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;4;0;10;0;1;13;62;9;17;16;9;10;151
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;4;4
;Outros Tipos;0;0;0;0;0;0;0;11;0;0;7;0;18
;TOTAL DE REGISTROS DE ARMAS NOVAS;74;42;98;62;81;70;130;111;69;75;121;87;1020
;TOTAL DE REGISTROS EXPEDIDOS;440;963;541;609;487;190;530;463;334;474;342;189;5562
PI;Pessoa física;26;36;39;41;39;33;23;34;26;25;24;40;386
;Segurança Pública;0;20;0;0;0;0;0;0;0;0;0;0;20
;Segurança Privada;10;6;0;23;26;50;10;36;0;10;23;0;194
;Órgão Público;0;0;0;0;0;0;0;0;0;100;0;1;101
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;36;62;39;64;65;83;33;70;26;135;47;41;701
;TOTAL DE REGISTROS EXPEDIDOS;45;99;146;168;257;60;44;106;142;217;245;128;1657
PR;Pessoa física;273;359;492;384;407;306;411;407;412;386;392;367;4596
;Segurança Pública;0;0;60;16;235;0;0;0;1;0;73;0;385
;Segurança Privada;20;2;2;16;17;8;14;5;16;18;5;2;125
;Órgão Público;120;16;0;59;8;0;4;2;165;12;0;70;456
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;2;0;0;0;0;0;1;0;3
;TOTAL DE REGISTROS DE ARMAS NOVAS;413;377;554;475;669;314;429;414;594;416;471;439;5565
;TOTAL DE REGISTROS EXPEDIDOS;717;915;1368;893;1427;1096;1632;1171;1769;1409;1324;1163;14884
RJ;Pessoa física;62;82;103;106;92;122;113;129;50;42;102;134;1137
;Segurança Pública;0;0;0;0;0;3;0;0;0;0;0;0;3
;Segurança Privada;25;3;116;69;68;54;33;74;37;35;3;22;539
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;2;0;0;0;0;10;0;0;0;0;12
;TOTAL DE REGISTROS DE ARMAS NOVAS;87;85;221;175;160;179;146;213;87;77;105;156;1691
;TOTAL DE REGISTROS EXPEDIDOS;274;336;505;667;979;1302;1539;613;869;818;1740;864;
RN;Pessoa física;100;80;88;107;112;92;79;61;71;58;39;85;972
;Segurança Pública;0;0;60;16;234;3;2;0;0;0;0;0;315
;Segurança Privada;0;8;15;57;0;2;0;45;9;1;0;20;157
;Órgão Público;0;0;0;60;0;0;0;0;0;0;0;0;60
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;1;1
;Outros Tipos;0;0;0;0;0;0;0;1;0;0;0;0;1
;TOTAL DE REGISTROS DE ARMAS NOVAS;100;88;163;240;346;97;81;107;80;59;39;106;1506
;TOTAL DE REGISTROS EXPEDIDOS;157;471;267;133;610;214;170;350;125;544;108;517;3666
RO;Pessoa física;13;26;111;97;29;59;105;94;33;29;2;2;600
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;1;0;11;0;0;0;0;0;2;0;0;14
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;13;27;111;108;29;59;105;94;33;31;2;2;614
;TOTAL DE REGISTROS EXPEDIDOS;77;48;263;224;125;205;441;495;188;226;385;363;3040
RR;Pessoa física;7;6;2;3;3;7;5;4;8;9;0;5;59
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;7;6;2;3;3;7;5;4;8;9;0;5;59
;TOTAL DE REGISTROS EXPEDIDOS;37;29;77;40;43;43;35;26;48;54;86;52;570
RS;Pessoa física;453;294;529;524;507;439;512;415;567;440;392;264;5336
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;4;20;4;0;0;10;2;5;7;0;0;52
;Órgão Público;0;0;0;0;0;0;0;0;0;0;1;0;1
;Loja de Arma;0;0;0;4;0;0;0;0;0;0;4;0;8
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;453;298;549;532;507;439;522;417;572;447;397;264;5397
;TOTAL DE REGISTROS EXPEDIDOS;1280;1077;1919;1870;1971;2114;1696;2185;1514;2138;2009;1975;21748
SC;Pessoa física;299;237;279;302;365;347;326;295;288;266;219;185;3408
;Segurança Pública;0;0;5;0;0;0;0;0;0;4;0;9;18
;Segurança Privada;0;102;13;0;6;14;7;6;0;58;0;0;206
;Órgão Público;1;0;0;0;0;0;2;0;0;0;0;504;507
;Loja de Arma;0;0;0;0;0;0;0;0;0;1;0;2;3
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;300;339;297;302;371;361;335;301;288;329;219;700;4142
;TOTAL DE REGISTROS EXPEDIDOS;884;993;881;1331;1301;1954;1259;1278;1586;1077;1401;1148;15093
SE;Pessoa física;8;25;18;13;25;23;10;25;11;13;8;9;188
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;9;0;4;0;1;6;2;3;10;35
;Órgão Público;0;0;0;0;0;0;0;0;0;0;50;0;50
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;3;0;0;0;0;3
;TOTAL DE REGISTROS DE ARMAS NOVAS;8;25;18;22;25;27;10;29;17;15;61;19;276
;TOTAL DE REGISTROS EXPEDIDOS;44;244;81;65;53;76;65;201;51;41;89;10;1020
SP;Pessoa física;210;231;247;226;273;200;210;305;158;105;172;177;2514
;Segurança Pública;0;0;0;0;0;2;0;0;0;0;0;0;2
;Segurança Privada;154;217;221;33;19;37;74;74;40;39;60;149;1117
;Órgão Público;0;15;66;96;28;69;156;135;2;100;82;8;757
;Loja de Arma;0;0;0;0;0;0;0;1;0;18;0;0;19
;Outros Tipos;10;0;0;0;5;0;2;0;0;0;0;0;17
;TOTAL DE REGISTROS DE ARMAS NOVAS;374;463;534;355;325;308;442;515;200;262;314;334;4426
;TOTAL DE REGISTROS EXPEDIDOS;1640;3372;4099;5379;4714;4756;4769;4325;3726;1985;2658;4954;46377
TO;Pessoa física;4;0;0;3;0;0;3;5;4;0;1;1;21
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;4;0;0;3;0;0;3;5;4;0;1;1;21
;TOTAL DE REGISTROS EXPEDIDOS;107;103;93;98;159;183;171;100;84;189;105;128;1520
TODAS;TOTAL GERAL DE ARMAS NOVAS;3037;2871;4163;3945;4934;3739;4028;4152;3794;2959;3414;3876;44912
TODAS;TOTAL GERAL DE REGISTROS EXPEDIDOS;8504;12122;14983;17981;18369;20598;21620;18875;16054;15976;15993;18007;199082
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
