ARMAS NOVAS EM 2019 POR CATEGORIA E UF;;;;;;;;;;;;;;
UF;CATEGORIA;JANEIRO;FEVEREIRO ;MARÇO;ABRIL;MAIO;JUNHO;JULHO;AGOSTO;SETEMBRO;OUTUBRO;NOVEMBRO;DEZEMBRO;TOTAL
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;42;0;33;21;0;4;0;2;102
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;58;102;0;0;78;238
;Órgão público sem taxa;0;0;0;0;0;0;0;0;0;7560;0;9737;17297
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;9;47;7;130;190;158;7575;15;10224;18355
;TOTAL DE REGISTROS EXPEDIDOS;;;;12;59;44;383;436;390;7775;252;10477;19828
ES;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;16;170;141;202;189;192;241;191;154;1496
;Servidor Público (Porte por prerrogativa de função);0;0;0;1;2;10;7;6;12;6;4;7;55
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;2;0;0;0;2
;Empresa de Segurança Privada;0;0;0;0;0;4;25;10;3;0;0;0;42
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;50;0;50;0;0;0;0;100
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;17;172;205;234;255;209;247;195;161;1695
;TOTAL DE REGISTROS EXPEDIDOS;;;;17;265;339;405;344;316;384;322;206;2598
GO;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;1;306;356;312;497;253;283;254;374;2636
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;12;19;12;28;23;35;29;44;202
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;4;0;0;3;7
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;15;12;9;5;5;39;13;32;130
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;;0;0
;Órgão público sem taxa;0;0;0;0;0;0;0;49;104;281;6;4;444
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;1;333;387;333;579;389;638;302;457;3419
;TOTAL DE REGISTROS EXPEDIDOS;;;;4;732;637;609;876;590;809;463;627;5347
MA;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;5;69;80;142;145;122;128;97;92;880
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;6;5;13;18;13;21;13;12;101
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;0;0;15;2;0;78;41;11;147
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;5;75;85;170;165;135;227;151;115;1128
;TOTAL DE REGISTROS EXPEDIDOS;;;;6;102;142;219;324;173;338;192;138;1634
MG;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;27;464;539;963;896;741;760;784;962;6136
;Servidor Público (Porte por prerrogativa de função);0;0;0;16;99;91;95;85;150;202;183;205;1126
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;2;4;6
;Empresa Comercial;0;0;0;0;0;0;0;0;2;0;0;0;2
;Empresa de Segurança Privada;0;0;0;0;20;8;2;9;29;12;19;33;132
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;44;0;0;3;392;0;0;0;0;439
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;87;583;638;1063;1382;922;974;988;1204;7841
;TOTAL DE REGISTROS EXPEDIDOS;;;;123;997;1162;2214;4038;1651;1643;1678;1695;15201
MS;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;11;47;28;66;242;203;148;108;71;924
;Servidor Público (Porte por prerrogativa de função);0;0;0;3;5;12;19;29;19;51;21;24;183
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;0;10;13;0;0;0;0;14;37
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;0;0;5;0;0;0;5
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;14;52;50;98;271;227;199;129;109;1149
;TOTAL DE REGISTROS EXPEDIDOS;;;;28;169;231;250;508;648;334;344;140;2652
MT;Caçador de Subsistência;0;0;0;0;0;0;1;0;0;0;0;0;1
;Cidadão;0;0;0;5;56;251;282;213;196;305;359;633;2300
;Servidor Público (Porte por prerrogativa de função);0;0;0;2;2;14;30;17;8;30;22;30;155
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;13;23;0;3;23;45;3;2;112
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;3;187;0;0;0;0;190
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;7;71;288;316;420;227;380;384;665;2758
;TOTAL DE REGISTROS EXPEDIDOS;;;;13;121;552;742;654;362;758;549;844;4595
PA;Caçador de Subsistência;0;0;0;0;1;10;21;13;3;18;6;9;81
;Cidadão;0;0;0;0;118;177;292;247;235;242;190;213;1714
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;13;7;18;18;21;23;32;77;209
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;53;38;9;51;0;19;24;11;205
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;30;0;0;0;0;0;0;0;30
;Órgão público sem taxa;0;0;0;0;0;0;0;820;0;0;0;0;820
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;0;215;232;340;1149;259;302;252;310;3059
;TOTAL DE REGISTROS EXPEDIDOS;;;;0;346;298;442;1456;327;374;315;495;4053
PB;Caçador de Subsistência;0;0;0;0;0;0;1;1;0;0;0;0;2
;Cidadão;0;0;0;0;76;68;66;150;173;158;118;68;877
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;12;3;3;8;17;8;10;8;69
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;4;0;0;0;0;0;0;0;4
;Empresa de Segurança Privada;0;0;0;0;9;0;0;12;10;10;15;0;56
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;850;30;0;0;0;0;0;0;880
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;0;951;101;70;171;200;176;143;76;1888
;TOTAL DE REGISTROS EXPEDIDOS;;;;1;1018;145;72;287;324;222;235;131;2435
PE;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;4;110;168;266;173;199;149;193;131;1393
;Servidor Público (Porte por prerrogativa de função);0;0;0;1;5;15;27;18;25;48;103;69;311
;Empresa com Segurança Orgânica;0;0;0;0;0;1;0;0;0;0;2;0;3
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;146;41;2;2;32;0;22;56;301
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;4;0;0;0;0;0;4
;Órgão público sem taxa;0;0;0;0;3;0;30;0;0;0;0;0;33
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;69;0;0;0;0;0;69
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;5;264;225;398;193;256;197;320;256;2114
;TOTAL DE REGISTROS EXPEDIDOS;;;;97;378;1029;1028;347;427;403;513;332;4554
PI;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;0;30;4;45;83;86;109;111;90;558
;Servidor Público (Porte por prerrogativa de função);0;0;0;1;1;0;4;2;5;4;6;11;34
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;10;10;0;0;5;0;0;27;52
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;1;41;14;49;85;96;113;117;128;644
;TOTAL DE REGISTROS EXPEDIDOS;;;;1;49;21;153;218;343;305;217;161;1468
PR;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;1;0;1
;Cidadão;0;0;0;11;317;323;341;515;389;402;468;503;3269
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;4;6;11;8;7;14;18;30;98
;Empresa com Segurança Orgânica;0;0;0;0;0;2;0;10;0;0;0;0;12
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;54;17;14;20;16;23;20;19;183
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;100;0;0;0;21;121
;Órgão público sem taxa;0;0;0;0;0;0;64;1;10;6;17;50;148
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;11;375;348;430;654;422;445;524;623;3832
;TOTAL DE REGISTROS EXPEDIDOS;;;;23;752;686;1030;1170;1167;1197;993;1112;8130
RJ;Caçador de Subsistência;0;0;0;0;0;0;1;0;0;0;0;0;1
;Cidadão;0;0;0;1;80;184;206;236;178;274;138;268;1565
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;10;15;23;31;23;32;24;62;220
;Empresa com Segurança Orgânica;0;0;0;0;0;0;4;5;0;0;0;0;9
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;16;0;131;17;0;88;28;33;313
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;3;0;0;0;2014;2;4;8;2031
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;1;109;199;365;289;2215;396;194;371;4139
;TOTAL DE REGISTROS EXPEDIDOS;;;;11;369;492;1085;809;2465;984;306;583;7104
RN;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;1;46;57;140;101;52;57;65;64;583
;Servidor Público (Porte por prerrogativa de função);0;0;0;3;10;9;10;8;8;16;13;14;91
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;0;0;15;2;1;4;0;6;28
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;0;850;0;40;0;0;890
;Outras Categorias;0;0;0;0;1;0;0;0;0;0;0;0;1
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;4;57;66;165;961;61;117;78;84;1593
;TOTAL DE REGISTROS EXPEDIDOS;;;;6;107;136;328;1015;103;160;137;154;2146
RO;Caçador de Subsistência;0;0;0;0;1;0;1;0;0;0;0;0;2
;Cidadão;0;0;0;0;92;150;255;148;87;151;153;260;1296
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;9;11;33;10;8;34;30;40;175
;Empresa com Segurança Orgânica;0;0;0;0;12;0;0;0;0;15;0;0;27
;Empresa Comercial;0;0;0;0;0;0;1;0;0;0;0;0;1
;Empresa de Segurança Privada;0;0;0;0;0;0;0;0;0;0;5;0;5
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;0;114;161;290;158;95;200;188;300;1506
;TOTAL DE REGISTROS EXPEDIDOS;;;;1;206;235;431;283;156;287;292;374;2265
RR;Caçador de Subsistência;0;0;0;0;0;2;3;0;1;1;0;0;7
;Cidadão;0;0;0;0;19;49;81;31;55;50;13;1;299
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;1;3;5;0;5;5;3;0;22
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;0;20;54;89;31;61;56;16;1;328
;TOTAL DE REGISTROS EXPEDIDOS;;;;12;56;81;134;52;88;79;32;7;541
RS;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;22;303;454;1009;951;530;718;665;922;5574
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;39;36;32;45;110;221;179;150;812
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;2;3;0;0;5
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;30;131;41;23;4;56;24;33;342
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;6;0;15;0;50;6;14;91
;Órgão público sem taxa;0;0;0;0;37;12;170;46;3;3;1;16;288
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;22;409;639;1252;1080;649;1051;875;1135;7112
;TOTAL DE REGISTROS EXPEDIDOS;;;;87;1039;1787;2663;2068;1331;1830;1580;1824;14209
SC;Caçador de Subsistência;0;0;0;0;0;0;0;0;2;0;0;0;2
;Cidadão;0;0;0;22;356;525;592;422;714;709;724;609;4673
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;4;0;4;16;21;14;31;22;112
;Empresa com Segurança Orgânica;0;0;0;0;3;0;0;0;0;0;0;0;3
;Empresa Comercial;0;0;0;0;0;0;0;1;0;0;0;0;1
;Empresa de Segurança Privada;0;0;0;0;17;14;14;8;1;20;68;11;153
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;84;0;0;0;0;0;84
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;22;380;539;694;447;738;743;823;642;5028
;TOTAL DE REGISTROS EXPEDIDOS;;;;35;739;936;1061;1288;1317;1455;1321;1018;9170
SE;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;0;33;21;100;50;51;30;75;47;407
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;8;2;3;8;10;9;11;9;60
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa Comercial;0;0;0;0;0;0;0;0;0;0;0;0;0
;Empresa de Segurança Privada;0;0;0;0;1;8;28;0;0;8;3;0;48
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público sem taxa;0;0;0;0;0;0;0;0;0;0;0;39;39
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;0;42;31;131;58;61;47;89;95;554
;TOTAL DE REGISTROS EXPEDIDOS;;;;0;97;69;180;156;112;65;132;120;931
SP;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;8;231;328;417;471;338;305;334;398;2830
;Servidor Público (Porte por prerrogativa de função);0;0;0;6;113;157;169;196;167;409;374;431;2022
;Empresa com Segurança Orgânica;0;0;0;0;0;0;0;0;1;0;0;0;1
;Empresa Comercial;0;0;0;0;0;0;0;0;2;0;0;1;3
;Empresa de Segurança Privada;0;0;0;0;68;77;111;81;21;34;103;70;565
;Fabricante/Importador;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão público com taxa;0;0;0;0;36;0;20;84;73;5;58;317;593
;Órgão público sem taxa;0;0;0;0;5;0;0;76;26;76;0;28;211
;Outras Categorias;0;0;0;0;0;0;0;0;0;0;0;0;0
;Revendedor;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;0;0;14;453;562;717;908;628;829;869;1245;6225
;TOTAL DE REGISTROS EXPEDIDOS;;;;130;1344;1502;2030;2135;1412;1690;1703;1967;13913
TO;Caçador de Subsistência;0;0;0;0;0;0;0;0;0;0;0;0;0
;Cidadão;0;0;0;0;2;60;75;16;57;67;74;61;412
;Servidor Público (Porte por prerrogativa de função);0;0;0;0;0;19;24;4;16;16;24;7;110
