ARMAS NOVAS EM 2013 POR CATEGORIA E UF;;;;;;;;;;;;;;
UF;CATEGORIA;JANEIRO;FEVEREIRO ;MARÇO;ABRIL;MAIO;JUNHO;JULHO;AGOSTO;SETEMBRO;OUTUBRO;NOVEMBRO;DEZEMBRO;TOTAL
;TOTAL DE REGISTROS EXPEDIDOS;147;149;91;137;154;67;145;119;117;96;82;81;1385
AP;Pessoa física;4;3;6;10;14;13;5;11;9;17;4;3;99
;Segurança Pública;0;0;0;0;0;0;0;50;42;0;0;50;142
;Segurança Privada;0;0;0;0;7;30;0;17;4;0;0;0;58
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;4;3;6;10;21;43;5;78;55;17;4;53;299
;TOTAL DE REGISTROS EXPEDIDOS;1;9;25;119;41;22;5;40;81;23;88;80;534
BA;Pessoa física;160;111;126;111;119;40;69;72;72;38;43;55;1016
;Segurança Pública;0;0;0;0;0;0;0;0;0;200;0;6;206
;Segurança Privada;20;0;8;5;11;17;39;15;9;3;130;0;257
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;180;111;134;116;130;57;108;87;81;241;173;61;1479
;TOTAL DE REGISTROS EXPEDIDOS;205;157;216;273;185;102;134;280;2072;421;907;97;5049
CE;Pessoa física;14;16;20;32;30;23;77;24;49;19;58;55;417
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;4;46;0;8;30;26;29;6;1;0;39;2;191
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;18;62;20;40;60;49;106;30;50;19;97;57;608
;TOTAL DE REGISTROS EXPEDIDOS;65;72;61;99;93;103;141;74;58;83;138;111;1098
DF;Pessoa física;5;9;10;19;4;12;29;35;28;19;10;19;199
;Segurança Pública;0;0;199;0;0;1542;0;0;0;0;55;2094;3890
;Segurança Privada;0;1;11;0;0;0;0;3;0;1;0;0;16
;Órgão Público;0;77;0;0;0;0;20;0;131;0;0;0;228
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;5;87;220;19;4;1554;49;38;159;20;65;2113;4333
;TOTAL DE REGISTROS EXPEDIDOS;828;200;319;1914;279;659;579;1641;1334;6860;1019;143;15775
ES;Pessoa física;69;44;94;83;51;42;36;20;11;9;4;11;474
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;24;37;0;2;10;30;22;46;22;44;98;12;347
;Órgão Público;0;1;0;0;0;0;0;0;0;0;0;79;80
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;1;0;0;1
;TOTAL DE REGISTROS DE ARMAS NOVAS;93;82;94;85;61;72;58;66;33;54;102;102;902
;TOTAL DE REGISTROS EXPEDIDOS;164;97;179;166;41;160;187;223;111;145;32;35;1540
GO;Pessoa física;24;86;67;47;31;12;59;81;104;205;106;160;982
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;8;0;0;0;14;17;10;0;10;0;10;0;69
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;2;0;2
;TOTAL DE REGISTROS DE ARMAS NOVAS;32;86;67;47;45;29;69;81;114;205;118;160;1053
;TOTAL DE REGISTROS EXPEDIDOS;237;271;124;126;138;119;462;306;304;137;171;194;2589
MA;Pessoa física;2;2;10;3;0;0;19;4;0;0;0;4;44
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;5;0;0;0;0;0;0;0;0;5
;Órgão Público;0;0;0;0;0;0;0;13;0;0;0;0;13
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;2;2;10;8;0;0;19;17;0;0;0;4;62
;TOTAL DE REGISTROS EXPEDIDOS;51;43;50;72;70;127;84;56;62;256;169;149;1189
MG;Pessoa física;41;39;76;56;56;78;56;75;107;61;56;62;763
;Segurança Pública;0;0;0;0;0;131;0;0;0;0;0;115;246
;Segurança Privada;6;0;0;36;2;4;23;23;1;19;189;29;332
;Órgão Público;0;0;0;142;0;0;0;3;0;0;0;0;145
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;1;0;0;0;0;0;1
;TOTAL DE REGISTROS DE ARMAS NOVAS;47;39;76;234;58;213;80;101;108;80;245;206;1487
;TOTAL DE REGISTROS EXPEDIDOS;311;439;441;604;444;378;647;612;823;702;391;445;6237
MS;Pessoa física;18;32;28;21;35;19;20;48;20;27;49;62;379
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;4;0;0;0;0;0;0;11;0;5;1;0;21
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;22;32;28;21;35;19;20;59;20;32;50;62;400
;TOTAL DE REGISTROS EXPEDIDOS;38;157;113;113;199;60;107;106;73;64;119;80;1229
MT;Pessoa física;104;113;83;83;43;38;198;186;167;198;150;90;1453
;Segurança Pública;0;118;0;0;0;0;0;0;0;0;0;0;118
;Segurança Privada;0;0;0;0;33;6;0;5;0;0;3;4;51
;Órgão Público;0;3;0;0;0;0;0;0;0;0;0;0;3
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;6;6
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;104;234;83;83;76;44;198;191;167;198;153;100;1631
;TOTAL DE REGISTROS EXPEDIDOS;108;186;158;147;67;69;513;302;279;210;413;190;2642
PA;Pessoa física;8;7;6;19;16;36;21;22;0;14;16;11;176
;Segurança Pública;0;0;0;0;0;0;0;0;15;0;0;400;415
;Segurança Privada;9;18;0;10;41;19;5;19;0;0;0;10;131
;Órgão Público;0;0;0;0;0;0;0;0;1;0;0;0;1
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;2;0;0;0;0;0;0;0;0;2
;TOTAL DE REGISTROS DE ARMAS NOVAS;17;25;6;31;57;55;26;41;16;14;16;421;725
;TOTAL DE REGISTROS EXPEDIDOS;49;358;53;39;55;67;29;38;56;59;49;47;899
PB;Pessoa física;6;14;13;12;27;13;8;8;8;15;12;7;143
;Segurança Pública;684;0;0;0;0;0;0;0;0;0;0;0;684
;Segurança Privada;0;0;0;0;0;0;18;0;0;7;0;0;25
;Órgão Público;0;0;0;0;0;0;0;206;2;0;0;0;208
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;690;14;13;12;27;13;26;214;10;22;12;7;1060
;TOTAL DE REGISTROS EXPEDIDOS;34;84;104;24;47;15;36;46;543;408;251;51;1643
PE;Pessoa física;8;14;25;24;27;42;39;48;25;30;25;21;328
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;36;36
;Segurança Privada;27;248;0;4;26;3;5;8;7;0;6;0;334
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;35;262;25;28;53;45;44;56;32;30;31;57;698
;TOTAL DE REGISTROS EXPEDIDOS;74;97;74;133;87;90;143;127;135;153;165;67;1345
PI;Pessoa física;29;24;20;45;32;43;46;31;42;57;44;22;435
;Segurança Pública;0;0;0;0;490;0;0;0;0;0;0;0;490
;Segurança Privada;18;54;23;16;20;0;0;10;0;0;27;25;193
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;1;0;0;0;0;0;0;0;0;1
;TOTAL DE REGISTROS DE ARMAS NOVAS;47;78;43;62;542;43;46;41;42;57;71;47;1119
;TOTAL DE REGISTROS EXPEDIDOS;45;37;96;89;74;146;341;190;42;66;54;33;1213
PR;Pessoa física;195;155;239;250;262;214;309;174;253;172;271;198;2692
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;133;21;20;113;33;112;45;13;8;14;2;7;521
;Órgão Público;0;0;0;3;0;1;0;0;0;9;0;0;13
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;5;0;0;0;0;0;5
;TOTAL DE REGISTROS DE ARMAS NOVAS;328;176;259;366;295;327;359;187;261;195;273;205;3231
;TOTAL DE REGISTROS EXPEDIDOS;476;262;434;372;525;423;504;425;412;443;385;339;5000
RJ;Pessoa física;114;98;52;69;104;59;29;60;135;155;87;63;1025
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;5;69;30;79;0;17;14;165;8;2;25;7;421
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;1;0;0;0;0;0;0;0;0;0;0;0;1
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;120;167;82;148;104;76;43;225;143;157;112;70;1447
;TOTAL DE REGISTROS EXPEDIDOS;227;315;260;166;200;157;267;284;227;249;178;638;3168
RN;Pessoa física;23;36;43;22;43;57;59;51;42;46;37;44;503
;Segurança Pública;0;0;0;0;0;80;0;0;0;0;0;0;80
;Segurança Privada;1;0;6;7;0;5;18;0;0;23;0;14;74
;Órgão Público;0;0;6;0;0;0;0;0;0;0;0;0;6
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;6;6
;TOTAL DE REGISTROS DE ARMAS NOVAS;24;36;55;29;43;142;77;51;42;69;37;64;669
;TOTAL DE REGISTROS EXPEDIDOS;42;60;47;47;82;70;74;246;98;70;75;44;955
RO;Pessoa física;14;26;35;38;20;21;11;1;2;1;1;1;171
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;14;26;35;38;20;21;11;1;2;1;1;1;171
;TOTAL DE REGISTROS EXPEDIDOS;40;48;57;149;128;114;184;227;193;214;134;131;1619
RR;Pessoa física;3;1;2;1;3;2;17;4;9;6;8;5;61
;Segurança Pública;0;0;0;0;0;89;25;126;0;0;0;0;240
;Segurança Privada;21;0;0;3;0;2;0;0;24;0;6;0;56
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;24;1;2;4;3;93;42;130;33;6;14;5;357
;TOTAL DE REGISTROS EXPEDIDOS;19;2;26;25;22;8;9;5;70;32;33;168;419
RS;Pessoa física;167;152;210;200;211;179;213;269;191;310;266;220;2588
;Segurança Pública;0;5;0;0;0;0;3;0;0;0;0;0;8
;Segurança Privada;4;0;14;46;3;3;20;0;12;20;0;0;122
;Órgão Público;0;0;30;0;0;0;0;0;0;0;0;0;30
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;1;0;0;0;63;0;0;0;0;0;0;0;64
;TOTAL DE REGISTROS DE ARMAS NOVAS;172;157;254;246;277;182;236;269;203;330;266;220;2812
;TOTAL DE REGISTROS EXPEDIDOS;733;542;714;682;671;802;722;860;827;1253;815;792;9413
SC;Pessoa física;262;171;265;275;234;329;304;281;252;349;294;233;3249
;Segurança Pública;7;0;0;0;0;0;0;0;0;2;0;13;22
;Segurança Privada;12;0;4;16;2;0;1;4;2;22;9;0;72
;Órgão Público;0;0;0;0;0;0;0;51;14;60;10;0;135
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;281;171;269;291;236;329;305;336;268;433;313;246;3478
;TOTAL DE REGISTROS EXPEDIDOS;379;266;1174;629;541;823;671;614;559;525;611;511;7303
SE;Pessoa física;5;19;9;19;9;20;10;10;14;6;7;12;140
;Segurança Pública;0;0;0;0;0;5;0;0;0;0;0;0;5
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;5;19;9;19;9;25;10;10;14;6;7;12;145
;TOTAL DE REGISTROS EXPEDIDOS;34;57;127;20;34;30;27;41;61;25;22;39;517
SP;Pessoa física;106;94;135;124;110;176;112;105;152;193;155;117;1579
;Segurança Pública;2;8;0;0;0;164;60;14;572;0;0;56;876
;Segurança Privada;66;108;214;68;284;32;102;266;88;49;115;97;1489
;Órgão Público;0;2;0;0;4;32;23;30;239;0;78;3;411
;Loja de Arma;0;0;0;0;14;0;0;17;0;0;0;0;31
;Outros Tipos;0;0;0;4;0;0;0;0;5;3;0;0;12
;TOTAL DE REGISTROS DE ARMAS NOVAS;174;212;349;196;412;404;297;432;1056;245;348;273;4398
;TOTAL DE REGISTROS EXPEDIDOS;473;423;617;1106;1033;778;643;883;1063;1123;819;433;9394
TO;Pessoa física;5;3;4;8;4;15;8;1;4;6;15;1;74
;Segurança Pública;0;0;0;0;0;1;0;0;0;0;0;0;1
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;5;3;4;8;4;16;8;1;4;6;15;1;75
;TOTAL DE REGISTROS EXPEDIDOS;24;15;26;23;43;30;42;53;62;49;40;17;424
TODAS;TOTAL GERAL DE ARMAS NOVAS;2611;2154;2382;2257;2715;3988;2302;2853;3038;2513;2578;5063;34454
TODAS;TOTAL GERAL DE REGISTROS EXPEDIDOS;4908;4545;5852;7396;5448;5525;6849;8019;9831;13790;7253;5006;84422
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
