ARMAS NOVAS EM 2014 POR CATEGORIA E UF;;;;;;;;;;;;;;
UF;CATEGORIA;JANEIRO;FEVEREIRO ;MARÇO;ABRIL;MAIO;JUNHO;JULHO;AGOSTO;SETEMBRO;OUTUBRO;NOVEMBRO;DEZEMBRO;TOTAL
;TOTAL DE REGISTROS EXPEDIDOS;100;23;176;66;131;44;57;63;104;102;76;86;1028
MT;Pessoa física;138;108;96;70;80;85;163;225;187;246;105;126;1629
;Segurança Pública;0;0;0;0;0;0;0;1;1;1;1;0;4
;Segurança Privada;0;5;0;63;0;0;0;0;4;10;0;10;92
;Órgão Público;0;0;0;0;0;0;0;0;0;2;0;0;2
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;138;113;96;133;80;85;163;226;192;259;106;136;1727
;TOTAL DE REGISTROS EXPEDIDOS;178;204;204;347;246;107;268;305;310;401;278;234;3082
PA;Pessoa física;13;13;9;25;30;56;51;36;51;54;59;26;423
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;18;28;24;6;25;34;0;0;52;29;65;24;305
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;1;0;2;0;0;0;0;0;0;0;2;5
;Outros Tipos;1;0;0;0;0;0;0;0;0;31;0;0;32
;TOTAL DE REGISTROS DE ARMAS NOVAS;32;42;33;33;55;90;51;36;103;114;124;52;765
;TOTAL DE REGISTROS EXPEDIDOS;58;106;129;238;201;270;149;119;161;216;180;108;1935
PB;Pessoa física;8;11;12;17;21;12;17;17;16;27;15;9;182
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;5;0;9;12;10;0;0;24;43;0;0;0;103
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;13;11;21;29;31;12;17;41;59;27;15;9;285
;TOTAL DE REGISTROS EXPEDIDOS;17;40;16;37;33;26;26;30;32;34;25;60;376
PE;Pessoa física;16;13;13;9;41;26;19;23;18;48;54;64;344
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;1;7;26;0;0;102;9;20;2;167
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;5;0;0;4;0;0;9
;TOTAL DE REGISTROS DE ARMAS NOVAS;16;13;13;10;48;52;24;23;120;61;74;66;520
;TOTAL DE REGISTROS EXPEDIDOS;187;149;121;180;261;122;216;218;225;261;355;133;2428
PI;Pessoa física;32;37;34;21;27;35;36;24;78;55;47;46;472
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;3;10;128;59;4;4;20;0;14;1;243
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;1;0;0;0;1
;TOTAL DE REGISTROS DE ARMAS NOVAS;32;37;37;31;155;94;40;28;99;55;61;47;716
;TOTAL DE REGISTROS EXPEDIDOS;58;46;45;40;46;56;43;31;69;80;71;47;632
PR;Pessoa física;208;191;177;284;236;161;263;332;300;475;364;314;3305
;Segurança Pública;0;0;0;0;0;0;2;0;0;6;0;0;8
;Segurança Privada;5;0;10;23;0;17;4;50;37;0;3;9;158
;Órgão Público;0;50;0;0;0;0;0;0;150;37;0;0;237
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;3;2;0;0;0;0;0;0;0;0;0;5
;TOTAL DE REGISTROS DE ARMAS NOVAS;213;244;189;307;236;178;269;382;487;518;367;323;3713
;TOTAL DE REGISTROS EXPEDIDOS;422;344;368;356;539;298;375;568;673;664;432;416;5455
RJ;Pessoa física;91;72;73;115;86;65;80;109;136;185;178;129;1319
;Segurança Pública;0;0;0;0;0;0;0;0;17;0;0;0;17
;Segurança Privada;0;382;482;130;116;0;27;30;0;15;24;7;1213
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;2;0;0;0;0;2
;TOTAL DE REGISTROS DE ARMAS NOVAS;91;454;555;245;202;65;107;141;153;200;202;136;2551
;TOTAL DE REGISTROS EXPEDIDOS;518;215;161;176;167;214;207;273;272;307;325;293;3128
RN;Pessoa física;78;46;51;49;83;64;73;68;90;76;87;76;841
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;2;18;4;9;8;5;0;1;19;10;21;14;111
;Órgão Público;0;0;0;0;14;0;0;0;0;0;0;0;14
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;80;64;55;58;105;69;73;69;109;86;108;90;966
;TOTAL DE REGISTROS EXPEDIDOS;78;67;61;53;103;60;73;62;100;82;87;94;920
RO;Pessoa física;2;0;0;1;0;7;33;2;7;46;41;57;196
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;34;0;0;0;0;14;0;0;0;48
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;1;0;0;1
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;2;0;0;35;0;7;33;2;21;47;41;57;245
;TOTAL DE REGISTROS EXPEDIDOS;175;101;206;321;334;219;327;205;58;402;93;75;2516
RR;Pessoa física;19;8;10;10;16;14;21;12;12;24;6;7;159
;Segurança Pública;0;0;0;0;0;0;59;0;0;0;0;0;59
;Segurança Privada;0;0;0;0;0;0;0;0;0;0;0;0;0
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;19;8;10;10;16;14;80;12;12;24;6;7;218
;TOTAL DE REGISTROS EXPEDIDOS;138;56;48;6;51;16;45;36;41;70;20;23;550
RS;Pessoa física;249;265;171;261;300;207;332;304;286;349;371;300;3395
;Segurança Pública;0;0;0;0;0;0;2;0;0;15;0;0;17
;Segurança Privada;7;0;7;8;10;3;0;5;12;5;20;22;99
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;2;2
;Loja de Arma;0;0;0;3;14;0;0;0;0;0;0;0;17
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;256;265;178;272;324;210;334;309;298;369;391;324;3530
;TOTAL DE REGISTROS EXPEDIDOS;627;731;482;757;760;404;866;779;858;859;855;629;8607
SC;Pessoa física;162;222;209;290;158;170;115;236;142;131;216;156;2207
;Segurança Pública;0;0;0;0;0;0;0;0;0;20;0;18;38
;Segurança Privada;1;1;11;21;11;0;0;2;14;1;0;0;62
;Órgão Público;0;0;0;0;0;0;298;0;0;0;15;84;397
;Loja de Arma;0;0;0;0;0;1;0;0;0;0;0;0;1
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;163;223;220;311;169;171;413;238;156;152;231;258;2705
;TOTAL DE REGISTROS EXPEDIDOS;389;497;525;411;420;219;371;329;479;933;436;579;5588
SE;Pessoa física;3;5;14;15;9;7;7;21;24;28;23;11;167
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;9;0;9
;Segurança Privada;0;11;10;0;19;0;0;1;4;27;2;0;74
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;3;16;24;15;28;7;7;22;28;55;34;11;250
;TOTAL DE REGISTROS EXPEDIDOS;23;16;19;16;4;16;41;50;25;30;38;21;299
SP;Pessoa física;114;137;131;159;141;135;141;115;134;132;166;276;1781
;Segurança Pública;12;0;0;0;0;144;60;0;0;0;0;0;216
;Segurança Privada;66;198;137;94;95;26;14;53;97;164;28;48;1020
;Órgão Público;25;13;0;202;51;0;399;58;17;49;79;171;1064
;Loja de Arma;0;0;0;3;0;0;0;0;0;0;0;0;3
;Outros Tipos;0;0;0;0;0;0;0;14;0;0;0;0;14
;TOTAL DE REGISTROS DE ARMAS NOVAS;217;348;268;458;287;305;614;240;248;345;273;495;4098
;TOTAL DE REGISTROS EXPEDIDOS;1239;969;623;783;560;728;684;687;910;785;710;775;9453
TO;Pessoa física;6;2;5;1;11;4;2;8;3;5;3;9;59
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;0;0;0;7;0;0;7
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;6;2;5;1;11;4;2;8;3;12;3;9;66
;TOTAL DE REGISTROS EXPEDIDOS;25;57;60;32;30;10;9;25;62;62;38;69;479
TODAS;TOTAL GERAL DE ARMAS NOVAS;1871;2627;2536;3368;2638;2541;2763;3317;3230;4386;5157;5509;39943
TODAS;TOTAL GERAL DE REGISTROS EXPEDIDOS;6972;9039;4809;5624;6042;8753;6334;7326;7301;10119;5734;5232;83285
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
