ARMAS NOVAS EM 2015 POR CATEGORIA E UF;;;;;;;;;;;;;;
UF;CATEGORIA;JANEIRO;FEVEREIRO ;MARÇO;ABRIL;MAIO;JUNHO;JULHO;AGOSTO;SETEMBRO;OUTUBRO;NOVEMBRO;DEZEMBRO;TOTAL
;Segurança Privada;255;61;31;102;31;8;11;15;37;10;0;6;567
;Órgão Público;84;95;4;788;0;0;0;0;0;0;0;98;1069
;Loja de Arma;1;0;0;0;0;0;0;0;0;0;0;0;1
;Outros Tipos;0;0;0;0;0;0;0;5;0;0;0;0;5
;TOTAL;403;297;474;1101;119;94;86;83;87;45;38;142;2969
;TOTAL DE REGISTROS EXPEDIDOS;259;178;577;466;217;1643;256;139;189;637;165;206;4932
ES;Pessoa física;35;16;61;42;27;15;30;81;35;20;24;48;434
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;50;50
;Segurança Privada;0;70;4;5;9;12;19;10;20;154;16;0;319
;Órgão Público;0;0;0;0;0;0;0;0;0;113;0;0;113
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;35;86;65;47;36;27;49;91;55;287;40;98;916
;TOTAL DE REGISTROS EXPEDIDOS;132;104;141;106;126;100;64;124;116;73;67;107;1260
GO;Pessoa física;198;358;251;333;254;311;327;530;286;398;509;259;4014
;Segurança Pública;10;0;31;0;575;18;774;0;0;32;0;5;1445
;Segurança Privada;34;62;100;0;1;44;7;38;29;0;37;28;380
;Órgão Público;0;0;0;0;0;0;4;0;0;0;0;0;4
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;12;0;12
;TOTAL DE REGISTROS DE ARMAS NOVAS;242;420;382;333;830;373;1112;568;315;430;558;292;5855
;TOTAL DE REGISTROS EXPEDIDOS;296;293;403;247;414;906;339;551;357;441;1363;716;6326
MA;Pessoa física;0;6;2;4;3;3;6;6;3;1;2;4;40
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;47;0;0;0;0;0;0;0;10;57
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;0;6;2;51;3;3;6;6;3;1;2;14;97
;TOTAL DE REGISTROS EXPEDIDOS;45;61;219;48;93;167;55;36;36;41;41;131;973
MG;Pessoa física;0;207;255;212;174;171;172;166;191;329;257;487;2621
;Segurança Pública;114;0;0;0;0;0;0;0;0;0;0;0;114
;Segurança Privada;0;30;40;131;10;9;30;40;35;9;11;147;492
;Órgão Público;12;0;0;0;0;0;0;0;0;0;0;9;21
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;126;237;295;343;184;180;202;206;226;338;268;643;3248
;TOTAL DE REGISTROS EXPEDIDOS;1248;1534;457;338;420;466;438;343;362;1598;365;653;8222
MS;Pessoa física;15;18;41;111;62;49;45;51;26;62;6;133;619
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;0;0;0;0;0;1;0;0;0;0;0;1
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;15;18;41;111;62;49;46;51;26;62;6;133;620
;TOTAL DE REGISTROS EXPEDIDOS;279;128;166;429;335;409;197;127;78;161;151;214;2674
MT;Pessoa física;135;192;161;93;109;125;163;94;153;160;221;160;1766
;Segurança Pública;1;0;0;0;0;0;0;0;0;0;0;0;1
;Segurança Privada;0;12;0;4;4;4;27;6;18;0;0;8;83
;Órgão Público;0;0;14;0;0;0;0;0;0;0;0;0;14
;Loja de Arma;0;6;0;0;0;0;0;0;0;0;0;0;6
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;136;210;175;97;113;129;190;100;171;160;221;168;1870
;TOTAL DE REGISTROS EXPEDIDOS;148;358;293;227;272;334;354;210;229;259;317;316;3317
PA;Pessoa física;49;60;69;72;68;61;88;119;83;81;117;62;929
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;88;5;31;3;10;1;34;57;60;49;0;338
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;1;10;2;2;0;0;0;0;0;0;0;0;15
;Outros Tipos;0;0;0;0;0;2;0;0;0;0;0;0;2
;TOTAL DE REGISTROS DE ARMAS NOVAS;50;158;76;105;71;73;89;153;140;141;166;62;1284
;TOTAL DE REGISTROS EXPEDIDOS;110;54;231;130;61;191;310;185;104;130;161;144;1811
PB;Pessoa física;17;18;49;52;34;27;34;61;45;48;55;47;487
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;23;1;23;4;0;8;2;0;19;0;9;89
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;17;41;50;75;38;27;42;63;45;67;55;56;576
;TOTAL DE REGISTROS EXPEDIDOS;31;60;47;94;53;49;49;70;83;83;136;161;916
PE;Pessoa física;98;62;118;48;80;92;74;82;92;50;50;67;913
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;2;75;80;48;12;24;6;11;0;1;12;16;287
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;5;0;0;0;0;0;0;0;0;0;0;5
;TOTAL DE REGISTROS DE ARMAS NOVAS;100;142;198;96;92;116;80;93;92;51;62;83;1205
;TOTAL DE REGISTROS EXPEDIDOS;199;185;198;149;202;445;143;165;321;149;141;196;2493
PI;Pessoa física;52;52;36;40;27;30;36;42;50;17;30;38;450
;Segurança Pública;0;0;0;0;0;0;0;0;20;0;0;0;20
;Segurança Privada;49;12;0;0;0;9;9;10;5;73;9;25;201
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;101;64;36;40;27;39;45;52;75;90;39;63;671
;TOTAL DE REGISTROS EXPEDIDOS;43;28;99;49;32;41;79;70;66;17;70;58;652
PR;Pessoa física;222;200;386;365;460;287;489;393;390;484;463;360;4499
;Segurança Pública;0;0;1;0;0;0;0;12;0;0;0;0;13
;Segurança Privada;10;0;51;14;0;28;128;144;26;8;9;24;442
;Órgão Público;0;86;0;2;10;0;0;0;0;3;0;9;110
;Loja de Arma;0;0;0;0;0;2;0;0;0;0;1;0;3
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;232;286;438;381;470;317;617;549;416;495;473;393;5067
;TOTAL DE REGISTROS EXPEDIDOS;310;412;607;507;508;582;584;610;530;867;715;772;7004
RJ;Pessoa física;118;89;132;105;135;142;145;142;216;157;132;107;1620
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;155;0;13;2;11;39;5;116;43;94;47;2;527
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;1;0;0;0;0;0;0;0;0;1
;Outros Tipos;0;0;0;0;0;34;0;0;0;0;0;0;34
;TOTAL DE REGISTROS DE ARMAS NOVAS;273;89;145;108;146;215;150;258;259;251;179;109;2182
;TOTAL DE REGISTROS EXPEDIDOS;275;175;319;365;344;218;367;361;392;239;335;213;3603
RN;Pessoa física;50;119;105;140;111;89;116;88;131;94;89;50;1182
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;5;5;18;20;42;0;0;29;21;0;0;0;140
;Órgão Público;0;0;0;0;0;0;0;12;0;0;11;0;23
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;55;124;123;160;153;89;116;129;152;94;100;50;1345
;TOTAL DE REGISTROS EXPEDIDOS;45;102;120;112;83;299;144;75;234;115;118;78;1525
RO;Pessoa física;0;50;37;57;54;54;88;92;123;78;55;54;742
;Segurança Pública;67;0;0;0;0;0;0;0;0;0;0;0;67
;Segurança Privada;0;0;3;0;0;0;0;31;0;70;0;0;104
;Órgão Público;0;0;0;0;0;2;0;0;0;0;0;0;2
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;67;50;40;57;54;56;88;123;123;148;55;54;915
;TOTAL DE REGISTROS EXPEDIDOS;134;78;70;111;255;98;143;99;167;132;156;95;1538
RR;Pessoa física;1;3;3;1;0;1;10;19;5;5;1;5;54
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;6;0;0;0;0;0;0;0;0;0;0;55;61
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;7;3;3;1;0;1;10;19;5;5;1;60;115
;TOTAL DE REGISTROS EXPEDIDOS;31;20;26;28;84;25;30;6;30;12;23;29;344
RS;Pessoa física;330;321;478;320;395;421;475;454;512;435;635;424;5200
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;0;2;10;2;8;0;6;0;0;12;0;0;40
;Órgão Público;0;0;0;0;0;0;0;0;0;0;9;1;10
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;330;323;488;322;403;421;481;454;512;447;644;425;5250
;TOTAL DE REGISTROS EXPEDIDOS;625;738;853;667;827;1028;1152;1132;1003;986;1333;1085;11429
SC;Pessoa física;230;244;187;186;318;321;251;320;226;235;232;202;2952
;Segurança Pública;159;0;0;0;35;6;0;0;0;0;0;0;200
;Segurança Privada;19;0;3;2;1;8;18;15;19;25;1;7;118
;Órgão Público;0;0;0;0;0;0;0;50;0;0;0;24;74
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;4;0;0;0;0;0;0;4
;TOTAL DE REGISTROS DE ARMAS NOVAS;408;244;190;188;354;339;269;385;245;260;233;233;3348
;TOTAL DE REGISTROS EXPEDIDOS;578;407;619;473;609;622;755;1145;554;601;739;519;7621
SE;Pessoa física;22;27;24;26;39;33;41;29;19;18;31;6;315
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;7;0;15;17;0;1;2;98;0;0;0;7;147
;Órgão Público;0;0;0;0;0;0;0;0;0;20;0;0;20
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;0;0;0;0;0;0
;TOTAL DE REGISTROS DE ARMAS NOVAS;29;27;39;43;39;34;43;127;19;38;31;13;482
;TOTAL DE REGISTROS EXPEDIDOS;49;29;34;45;91;53;69;60;27;36;45;20;558
SP;Pessoa física;395;125;259;359;332;217;226;230;181;280;277;370;3251
;Segurança Pública;0;0;0;0;0;60;413;10;0;0;0;0;483
;Segurança Privada;22;63;115;172;55;377;37;58;48;102;87;598;1734
;Órgão Público;10;0;12;27;0;20;6;100;229;308;147;179;1038
;Loja de Arma;0;0;0;4;0;0;3;0;6;30;0;0;43
;Outros Tipos;0;0;0;0;0;1;0;8;0;9;0;0;18
;TOTAL DE REGISTROS DE ARMAS NOVAS;427;188;386;562;387;675;685;406;464;729;511;1147;6567
;TOTAL DE REGISTROS EXPEDIDOS;799;664;886;919;882;685;807;2223;1350;1483;2063;2009;14770
TO;Pessoa física;12;4;9;15;14;5;4;5;0;6;4;0;78
;Segurança Pública;0;0;0;0;0;0;0;0;0;0;0;0;0
;Segurança Privada;2;1;13;4;0;0;0;0;0;0;0;0;20
;Órgão Público;0;0;0;0;0;0;0;0;0;0;0;0;0
;Loja de Arma;0;0;0;0;0;0;0;0;0;0;0;0;0
;Outros Tipos;0;0;0;0;0;0;0;2;0;0;0;0;2
;TOTAL DE REGISTROS DE ARMAS NOVAS;14;5;22;19;14;5;4;7;0;6;4;0;100
;TOTAL DE REGISTROS EXPEDIDOS;49;43;70;230;126;82;66;72;84;103;44;95;1064
TODAS;TOTAL GERAL DE ARMAS NOVAS;3351;3352;4145;4646;4062;3601;4998;4501;4013;4521;4004;4691;49885
TODAS;TOTAL GERAL DE REGISTROS EXPEDIDOS;6562;6441;6989;6205;6766;9342;7228;8567;6966;8850;9378;8391;91685
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
